window_start,entry_second,direction,amount,entry_price,btc_at_entry,btc_change_pct,real_poly_up,real_poly_down,actual_outcome,won,pnl,confidence,unanimous,exit_reason,exit_second,judge_1,judge_2,judge_3
2026-03-14T05:40:00+00:00,116.0,DOWN,200.0,0.46,70970.34,-0.050643393614378446,0.56,0.445,UP,False,-200.0,0.8199209267122551,True,,,DOWN,DOWN,DOWN
2026-03-14T07:45:00+00:00,52.0,DOWN,100.0,0.52,70522.10115099998,-0.04516641715353282,0.485,0.515,DOWN,True,91.30769230769229,0.47090229122692256,True,,,DOWN,DOWN,DOWN
2026-03-14T08:05:00+00:00,268.0,UP,200.0,0.47,70691.149095,0.09065287749376448,0.46499999999999997,0.535,UP,True,223.53191489361706,0.9759333333333334,True,,,UP,UP,UP
2026-03-14T08:15:00+00:00,50.0,DOWN,200.0,0.51,70675.33210729998,-0.05167569885230036,0.495,0.505,DOWN,True,190.156862745098,0.4919836454462611,True,,,DOWN,DOWN,DOWN
2026-03-14T08:30:00+00:00,122.0,DOWN,200.0,0.5,70658.10850248001,-0.034893516103803465,0.505,0.495,UP,False,-180.0,0.4672514166031605,True,"hard_adverse_flush(opposite_ask=0.950 >= 0.930, roi=-90.00% <= -45.00%, rem=4.0s, adverse=False)",296.0,DOWN,DOWN,DOWN
2026-03-14T08:45:00+00:00,264.0,UP,200.0,0.47,70597.585,0.038303806145823516,0.46499999999999997,0.535,DOWN,False,-200.0,0.9759333333333334,True,,,UP,UP,UP
2026-03-14T09:45:00+00:00,90.0,DOWN,100.0,0.5,70596.65599999999,-0.04099239946540758,0.505,0.495,DOWN,True,99.0,0.5348162426457761,True,,,DOWN,DOWN,DOWN
2026-03-14T23:30:00+00:00,51.0,UP,200.0,0.51,71078.37894578,0.0479545030136876,0.505,0.495,UP,True,190.156862745098,0.5516320798855269,True,,,UP,UP,UP
2026-03-15T02:45:00+00:00,45.0,UP,200.0,0.43,71449.66699999999,0.04149789436900393,0.425,0.575,UP,True,263.1162790697675,0.87706904117226,True,,,UP,UP,UP
2026-03-15T03:10:00+00:00,263.0,UP,200.0,0.5,71488.03724,0.03639295710447068,0.475,0.525,UP,True,198.0,0.7695018583138592,True,,,UP,UP,UP
2026-03-15T03:15:00+00:00,48.0,DOWN,200.0,0.5,71424.02438,-0.055609426702727,0.505,0.495,DOWN,True,198.0,0.6762253744094245,True,,,DOWN,DOWN,DOWN
2026-03-15T03:25:00+00:00,75.0,DOWN,200.0,0.52,71347.92566786,-0.05394433329818888,0.485,0.515,DOWN,True,182.61538461538458,0.6695589531125564,True,,,DOWN,DOWN,DOWN
2026-03-15T04:15:00+00:00,76.0,UP,200.0,0.49,71641.69293496,0.06718047383009951,0.485,0.515,UP,True,206.16326530612247,0.8913339891534977,True,,,UP,UP,UP
2026-03-15T04:35:00+00:00,138.0,DOWN,200.0,0.51,71489.1064534,-0.032726601515568846,0.495,0.505,UP,False,-141.1764705882353,0.5314030671252165,True,"stop_loss(roi=-70.59% <= -51.43%, hold=76.0s >= 60.0s, conf=0.531, rem=86.0s, btc_entry_move=+0.0974%)",214.0,DOWN,DOWN,DOWN
2026-03-15T09:05:00+00:00,85.0,UP,200.0,0.44,71915.72192890999,0.05945478114933475,0.435,0.565,UP,True,252.54545454545456,0.9471333333333335,True,,,UP,UP,UP
2026-03-15T09:20:00+00:00,113.0,DOWN,200.0,0.45,71841.61725,-0.050311445345144416,0.555,0.445,UP,False,-168.88888888888889,0.9121326460209113,True,"hard_adverse_flush(opposite_ask=0.930 >= 0.930, roi=-84.44% <= -45.00%, rem=53.0s, adverse=False)",247.0,DOWN,DOWN,DOWN
2026-03-15T13:10:00+00:00,87.0,DOWN,200.0,0.44,71391.04405524,-0.056887846904898606,0.565,0.435,UP,False,-100.0,0.9451012702642455,True,"stop_loss(roi=-50.00% <= -45.75%, hold=168.0s >= 60.0s, conf=0.945, rem=45.0s, btc_entry_move=+0.1012%)",255.0,DOWN,DOWN,DOWN
2026-03-15T13:15:00+00:00,102.0,DOWN,100.0,0.5,71408.41264178,-0.06884055041954192,0.505,0.495,DOWN,True,99.0,0.8260997856405194,True,,,DOWN,DOWN,DOWN
2026-03-15T14:10:00+00:00,99.0,DOWN,200.0,0.47,71554.85115,-0.08500765125202758,0.535,0.46499999999999997,DOWN,True,223.53191489361706,0.9471333333333334,True,,,DOWN,DOWN,DOWN
2026-03-15T16:25:00+00:00,45.0,DOWN,200.0,0.5,71362.77911045999,-0.06416718650136909,0.505,0.495,UP,False,-200.0,0.8179597314688364,True,,,DOWN,DOWN,DOWN
2026-03-15T16:30:00+00:00,252.0,UP,200.0,0.39,71437.583,0.030703956654052136,0.385,0.615,DOWN,False,-200.0,0.9759333333333333,True,,,UP,UP,UP
2026-03-15T16:50:00+00:00,47.0,DOWN,100.0,0.5,71379.8494467,-0.04058399122349928,0.51,0.49,UP,False,-84.0,0.5549834189910762,True,"opposite_prob_surge(opposite_ask=0.920 >= 0.906, roi=-84.00% <= -21.55%, hits=5, rem=93.0s, favor=False, adverse=False)",207.0,DOWN,DOWN,DOWN
2026-03-15T17:20:00+00:00,135.0,DOWN,50.0,0.42,71497.13998172,-0.05668343257938913,0.585,0.415,UP,False,-50.0,0.8656,True,,,DOWN,DOWN,DOWN
2026-03-15T18:50:00+00:00,110.0,DOWN,25.0,0.51,71413.47200000001,-0.0360698126127831,0.5,0.5,DOWN,True,23.76960784313725,0.6754414201269588,True,,,DOWN,DOWN,DOWN
2026-03-15T20:40:00+00:00,105.0,UP,200.0,0.49,71902.57171999999,0.06497967876809521,0.485,0.515,UP,True,206.16326530612247,0.8672125498498032,True,,,UP,UP,UP
2026-03-15T20:55:00+00:00,47.0,DOWN,200.0,0.51,71746.39,-0.04622485200177093,0.495,0.505,DOWN,True,190.156862745098,0.5729439550787694,True,,,DOWN,DOWN,DOWN
2026-03-15T21:40:00+00:00,265.0,UP,200.0,0.48,72125.52,0.035381409794546924,0.475,0.525,DOWN,False,-200.0,0.8577766563480315,True,,,UP,UP,UP
2026-03-15T22:45:00+00:00,45.0,UP,200.0,0.51,72487.08338,0.11625690182893603,0.49,0.51,UP,True,190.156862745098,0.7704654456695924,True,,,UP,UP,UP
2026-03-15T22:55:00+00:00,155.0,UP,200.0,0.51,72744.85224003,0.05878348902897156,0.505,0.495,UP,True,190.156862745098,0.49615636828463866,True,,,UP,UP,UP
2026-03-15T23:00:00+00:00,79.0,UP,200.0,0.47,72872.73242,0.16343114857320712,0.45499999999999996,0.545,UP,True,223.53191489361706,0.823044522873214,True,,,UP,UP,UP
2026-03-15T23:15:00+00:00,142.0,DOWN,200.0,0.43,72944.00847167001,-0.08536455445711924,0.585,0.41500000000000004,DOWN,True,263.1162790697675,0.8787333333333334,True,,,DOWN,DOWN,DOWN
2026-03-15T23:25:00+00:00,204.0,UP,200.0,0.52,72651.93671688,0.07328877086417156,0.505,0.495,DOWN,False,-126.92307692307693,0.5611429016432977,True,"stop_loss(roi=-63.46% <= -50.60%, hold=60.0s >= 60.0s, conf=0.561, rem=36.0s, btc_entry_move=-0.1288%)",264.0,UP,UP,UP
2026-03-15T23:35:00+00:00,109.0,DOWN,200.0,0.52,72484.0,-0.052384111357128005,0.485,0.515,UP,False,-200.0,0.6272132087145929,True,,,DOWN,DOWN,DOWN
2026-03-16T00:20:00+00:00,53.0,DOWN,100.0,0.52,72660.63321,-0.03653572245673876,0.455,0.505,DOWN,True,91.30769230769229,0.45802513022793506,True,,,DOWN,DOWN,DOWN
2026-03-16T01:25:00+00:00,184.0,UP,200.0,0.48,72654.26889474,0.04969677667494419,0.475,0.525,UP,True,214.66666666666669,0.9471333333333334,True,,,UP,UP,UP
2026-03-16T02:20:00+00:00,62.0,DOWN,200.0,0.47,72582.48892,-0.03804026739526653,0.535,0.46499999999999997,DOWN,True,223.53191489361706,0.8202759478829592,True,,,DOWN,DOWN,DOWN
